"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1939",4,55,2916,440,0,30600,2,0,1,3,72,0,180039,346895,235532,272786,17.391,33.508,22.751,26.35,76330,0.2,67710,22
"1940",0,0,1907,343,7,108700,2,1,0,1,25,0,2003,8176,7175,3296,9.7,39.593,34.746,15.961,76330,0.2,67710,17
"1941",0,0,1884,292,3,84700,2,0,0,3,51,0,2125,5098,2371,1226,19.64,47.116,21.913,11.331,76330,0.2,67710,32
"1942",3.7,0,3654,511,0,89800,2,0,0,1,6,5,62170,179585,147203,202957,10.503,30.34,24.869,34.288,76330,0.2,67710,7
"1943",3.4,48,4765,799,4,32800,2,0,1,3,47,4,339,2105,2092,1640,5.489,34.084,33.873,26.554,76330,0.2,67710,9
"1944",3.7,84,3219,454,4,29700,2,1,0,2,14,2,7336,12021,6230,3041,25.625,41.99,21.762,10.622,76330,0.2,67710,10
"1945",3.5,172,2456,383,2,37200,2,1,0,1,8,0,9797,28238,35148,23153,10.17,29.312,36.485,24.034,76330,0.2,67710,8
"1946",4.3,96,1639,243,0,27800,2,0,0,3,12,21,2879,13963,13967,9035,7.226,35.044,35.054,22.676,76330,0.2,67710,28
"1947",0,0,1678,317,1,45100,2,1,1,1,5,0,402,1169,1160,804,11.372,33.069,32.815,22.744,76330,0.2,67710,6
"1948",0,0,4429,690,2,31400,2,0,1,3,2,0,16569,40464,53440,38938,11.09,27.082,35.767,26.061,76330,0.2,67710,2
"1949",0,0,1629,256,0,26300,2,1,0,1,5,0,3705,12256,11992,8716,10.104,33.423,32.703,23.769,76330,0.2,67710,18
"1950",3.4,48,4765,799,4,32800,2,0,1,3,47,4,4576,16078,14236,12716,9.612,33.773,29.904,26.711,76330,0.2,67710,9
"1951",0,0,3084,496,1,47700,2,0,0,3,14,10,160845,155318,173507,747953,12.996,12.55,14.019,60.435,76330,0.2,67710,24
"1952",3.8,30,4730,707,0,69300,2,1,0,3,84,12,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,76330,0.2,67710,41
"1953",4,0,2763,406,5,70000,2,0,0,2,6,2,3278,12445,10415,9321,9.244,35.097,29.372,26.287,76330,0.2,67710,14
"1954",3.5,63,878,196,3,32200,2,1,0,1,61,2,598,2384,7000,5816,3.785,15.091,44.309,36.815,76330,0.2,67710,29
"1955",4.1,25,3595,515,3,70500,2,1,0,3,17,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,76330,0.2,67710,15
"1956",3.9,124,5936,903,8,97600,2,1,0,3,1,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,76330,0.2,67710,23
"1957",0,0,4429,690,2,31400,2,0,1,3,2,0,7551,13755,12127,7877,18.279,33.297,29.356,19.068,76330,0.2,67710,2
"1958",0,0,5466,795,6,80000,2,1,0,3,5,3,160845,155318,173507,747953,12.996,12.55,14.019,60.435,76330,0.2,67710,22
"1959",0,0,1907,343,7,108700,2,1,0,1,25,0,933,2391,1562,740,16.584,42.499,27.764,13.153,76330,0.2,67710,17
"1960",0,0,1907,343,7,108700,2,1,0,1,25,0,120,713,929,419,5.502,32.691,42.595,19.211,76330,0.2,67710,17
"1961",0,0,5903,860,0,23500,2,1,0,2,2,0,6402,23064,20872,13556,10.02,36.097,32.667,21.216,76330,0.2,67710,12
"1962",5,53,505,167,0,27400,2,0,0,1,18,32,26003,57726,72844,109446,9.775,21.7,27.383,41.142,76330,0.2,67710,32
"1963",4,0,2763,406,5,70000,2,0,0,2,6,2,5503,19547,22180,37998,6.457,22.935,26.024,44.584,76330,0.2,67710,14
"1964",0,0,1520,230,5,121300,2,1,0,3,7,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,76330,0.2,67710,0
"1965",3.8,30,4730,707,0,69300,2,1,0,3,84,12,160845,155318,173507,747953,12.996,12.55,14.019,60.435,76330,0.2,67710,41
"1966",4.5,79,2918,491,0.3,29900,2,0,0,1,27,11,84024,83389,135018,366564,12.56,12.465,20.182,54.793,76330,0.2,67710,36
"1967",3.5,172,2456,383,2,37200,2,1,0,1,8,0,2928,6146,5146,2413,17.604,36.951,30.938,14.507,76330,0.2,67710,8
"1968",4.1,71,4530,641,2,44700,2,0,0,3,6,9,5649,28318,31686,27369,6.073,30.442,34.063,29.422,76330,0.2,67710,57
"1969",3.5,172,2456,383,2,37200,2,1,0,1,8,0,10684,22738,22476,14875,15.096,32.128,31.758,21.018,76330,0.2,67710,8
"1970",0,0,4861,771,2,65800,2,1,0,3,16,0,1757,5713,4191,2260,12.621,41.039,30.106,16.234,76330,0.2,67710,18
"1971",0,0,632,169,0,27200,2,0,0,2,16,8,1930,3479,3554,1927,17.723,31.947,32.635,17.695,76330,0.2,67710,30
"1972",3.4,48,4765,799,4,32800,2,0,1,3,47,4,3346,7709,5352,3003,17.239,39.717,27.573,15.471,76330,0.2,67710,9
"1973",0,0,2694,437,0,85000,2,1,0,3,91,6,84024,83389,135018,366564,12.56,12.465,20.182,54.793,76330,0.2,67710,6
"1974",0,0,1678,317,1,45100,2,1,1,1,5,0,1967,7303,9782,5274,8.086,30.021,40.212,21.681,76330,0.2,67710,6
"1975",3.9,124,5936,903,8,97600,2,1,0,3,1,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,76330,0.2,67710,23
"1976",3.7,69,465,128,0,35200,2,1,0,1,92,0,7645,30114,13723,7842,12.887,50.762,23.132,13.219,76330,0.2,67710,24
"1977",0,0,1629,256,0,26300,2,1,0,1,5,0,2331,5903,4042,2851,15.41,39.023,26.72,18.847,76330,0.2,67710,18
"1978",0,0,3894,659,0,29500,2,1,0,1,42,0,4245,17897,13217,7978,9.795,41.297,30.498,18.409,76330,0.2,67710,1
"1979",4.8,6,1001,180,3,78500,2,0,1,3,73,0,1544,2285,1458,833,25.229,37.337,23.824,13.611,76330,0.2,67710,24
"1980",3.7,557,1780,337,3,34100,2,1,0,2,4,28,272,389,502,260,19.115,27.337,35.278,18.271,76330,0.2,67710,63
"1981",0,0,4429,690,2,31400,2,0,1,3,2,0,2222,4137,1876,1038,23.962,44.613,20.231,11.194,76330,0.2,67710,2
"1982",3.4,48,4765,799,4,32800,2,0,1,3,47,4,598,3962,3662,2381,5.64,37.367,34.537,22.456,76330,0.2,67710,9
"1983",4,55,4255,691,1,121300,2,1,1,3,58,0,3973,7108,4797,1372,23.032,41.206,27.809,7.954,76330,0.2,67710,4
"1984",0,0,4861,771,2,65800,2,1,0,3,16,0,2441,7765,5904,4338,11.938,37.974,28.873,21.215,76330,0.2,67710,18
"1985",0,0,2804,428,0,38700,2,1,0,1,3,7,2307,8787,9889,6040,8.537,32.517,36.595,22.351,76330,0.2,67710,8
"1986",0,0,1982,292,0,27600,2,0,1,1,25,0,1311,5090,3711,2196,10.652,41.355,30.151,17.842,76330,0.2,67710,26
"1987",0,0,1562,268,5,47000,2,0,0,3,8,0,3363,7534,7026,2892,16.157,36.195,33.755,13.894,76330,0.2,67710,8
"1988",3.2,52,2297,433,0,32800,2,0,0,1,3,3,2819,9028,6896,4714,12.018,38.487,29.398,20.096,76330,0.2,67710,33
"1989",4,55,4255,691,1,121300,2,1,1,3,58,0,9909,26216,23134,26452,11.561,30.587,26.991,30.862,76330,0.2,67710,4
"1990",4,55,4255,691,1,121300,2,1,1,3,58,0,2667,12006,10293,16966,6.36,28.632,24.547,40.461,76330,0.2,67710,4
"1991",3.2,335,3254,512,0,38600,2,0,1,1,21,0,1930,3479,3554,1927,17.723,31.947,32.635,17.695,76330,0.2,67710,4
"1992",4.2,4,1175,196,3,44500,2,0,0,3,5,25,2501,9642,6290,4135,11.082,42.724,27.871,18.322,76330,0.2,67710,109
"1993",0,0,3894,659,0,29500,2,1,0,1,42,0,3973,7108,4797,1372,23.032,41.206,27.809,7.954,76330,0.2,67710,1
"1994",4,55,4255,691,1,121300,2,1,1,3,58,0,12257,57736,36828,41825,8.246,38.841,24.776,28.137,76330,0.2,67710,4
"1995",0,0,4429,690,2,31400,2,0,1,3,2,0,478,3556,3108,1834,5.325,39.617,34.626,20.432,76330,0.2,67710,2
"1996",4,55,4255,691,1,121300,2,1,1,3,58,0,13622,39363,29893,20846,13.133,37.95,28.82,20.098,76330,0.2,67710,4
"1997",0,0,1907,343,7,108700,2,1,0,1,25,0,691,1147,988,379,21.56,35.788,30.827,11.825,76330,0.2,67710,17
"1998",4.1,71,4530,641,2,44700,2,0,0,3,6,9,5503,19547,22180,37998,6.457,22.935,26.024,44.584,76330,0.2,67710,57
"1999",0,0,1907,343,7,108700,2,1,0,1,25,0,344,1669,1331,778,8.345,40.49,32.29,18.874,76330,0.2,67710,17
"2000",4,55,4255,691,1,121300,2,1,1,3,58,0,5140,17728,12857,9069,11.475,39.577,28.703,20.246,76330,0.2,67710,4
"2001",0,0,1562,268,5,47000,2,0,0,3,8,0,242,1466,1534,887,5.861,35.505,37.152,21.482,76330,0.2,67710,8
"2002",0,0,1678,317,1,45100,2,1,1,1,5,0,1765,8573,7221,8434,6.79,32.982,27.781,32.447,76330,0.2,67710,6
"2003",3.8,9,3428,550,0,41600,2,1,0,1,23,0,200,851,798,427,8.787,37.39,35.062,18.761,76330,0.2,67710,24
"2004",0,0,6011,1104,0,80800,2,0,0,1,38,0,3457,5744,6336,4128,17.579,29.209,32.22,20.992,76330,0.2,67710,24
"2005",0,0,3894,659,0,29500,2,1,0,1,42,0,34900,70682,118091,156722,9.175,18.581,31.044,41.2,76330,0.2,67710,1
"2006",0,0,5411,825,5,52000,2,1,0,3,0,25,3457,5744,6336,4128,17.579,29.209,32.22,20.992,76330,0.2,67710,40
"2007",4,0,2763,406,5,70000,2,0,0,2,6,2,1792,3256,2757,836,20.738,37.681,31.906,9.675,76330,0.2,67710,14
"2008",0,0,5903,860,0,23500,2,1,0,2,2,0,13903,24123,28628,15295,16.965,29.437,34.934,18.664,76330,0.2,67710,12
"2009",0,0,1982,292,0,27600,2,0,1,1,25,0,10886,34737,25425,13933,12.81,40.876,29.918,16.395,76330,0.2,67710,26
"2010",0,0,3894,659,0,29500,2,1,0,1,42,0,20867,36262,33652,41124,15.82,27.491,25.512,31.177,76330,0.2,67710,1
"2011",2.7,225,2163,328,0,33700,2,0,1,1,40,0,3686,11708,9864,10380,10.343,32.853,27.678,29.126,76330,0.2,67710,2
"2012",0,0,1638,334,2,34100,2,0,0,1,5,0,8834,39680,49771,37750,6.494,29.169,36.587,27.75,76330,0.2,67710,21
"2013",4,0,2763,406,5,70000,2,0,0,2,6,2,6331,12791,10804,9857,15.914,32.152,27.157,24.777,76330,0.2,67710,14
"2014",3.8,0,4160,590,4,71800,2,1,1,3,42,2,857,4533,4982,3022,6.398,33.844,37.196,22.562,76330,0.2,67710,15
"2015",0,0,2500,434,8,79100,2,1,0,3,6,3,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,76330,0.2,67710,44
"2016",0,0,5342,793,6,75200,2,1,1,2,61,1,3379,11396,13530,6719,9.648,32.538,38.631,19.184,76330,0.2,67710,11
"2017",4,0,2763,406,5,70000,2,0,0,2,6,2,953,3343,3820,2141,9.291,32.592,37.243,20.874,76330,0.2,67710,14
"2018",3.8,9,3428,550,0,41600,2,1,0,1,23,0,4300,10649,9943,9829,12.384,30.67,28.637,28.309,76330,0.2,67710,24
"2019",3.3,55,1355,178,0,49400,2,0,0,3,33,0,2109,4778,2981,1495,18.56,42.049,26.234,13.157,76330,0.2,67710,10
"2020",0,0,842,188,0,24100,2,0,0,1,88,0,26003,57726,72844,109446,9.775,21.7,27.383,41.142,76330,0.2,67710,25
"2021",0,0,5342,793,6,75200,2,1,1,2,61,1,2231,5901,3612,3296,14.834,39.235,24.016,21.915,76330,0.2,67710,11
"2022",4,55,4255,691,1,121300,2,1,1,3,58,0,2748,8656,5152,2410,14.489,45.64,27.164,12.707,76330,0.2,67710,4
"2023",4,0,2763,406,5,70000,2,0,0,2,6,2,9909,26216,23134,26452,11.561,30.587,26.991,30.862,76330,0.2,67710,14
"2024",0,0,1562,268,5,47000,2,0,0,3,8,0,2326,11398,10074,6441,7.692,37.693,33.315,21.3,76330,0.2,67710,8
"2025",0,0,1629,256,0,26300,2,1,0,1,5,0,1439,2986,3074,1279,16.393,34.017,35.019,14.571,76330,0.2,67710,18
"2026",3.8,178,4744,677,0,54600,2,0,1,1,36,8,6013,17215,12437,9066,13.443,38.486,27.804,20.268,76330,0.2,67710,13
"2027",4,0,2763,406,5,70000,2,0,0,2,6,2,6711,35885,53401,70379,4.034,21.569,32.097,42.301,76330,0.2,67710,14
"2028",0,0,3894,659,0,29500,2,1,0,1,42,0,586,4148,4754,4180,4.287,30.348,34.782,30.582,76330,0.2,67710,1
"2029",4.3,98,1846,336,0,40100,2,1,0,2,0,5,4956,14568,29233,25570,6.668,19.6,39.33,34.402,76330,0.2,67710,74
"2030",0,0,5903,860,0,23500,2,1,0,2,2,0,472,2003,1335,572,10.771,45.71,30.466,13.053,76330,0.2,67710,12
"2031",4,0,2763,406,5,70000,2,0,0,2,6,2,1374,5612,4862,3130,9.173,37.468,32.461,20.897,76330,0.2,67710,14
"2032",3.9,301,10800,1602,6,77400,2,1,1,1,19,13,6013,17215,12437,9066,13.443,38.486,27.804,20.268,76330,0.2,67710,34
"2033",3.8,0,4160,590,4,71800,2,1,1,3,42,2,10684,22738,22476,14875,15.096,32.128,31.758,21.018,76330,0.2,67710,15
"2034",0,0,3894,659,0,29500,2,1,0,1,42,0,2335,5278,2802,1109,20.262,45.8,24.314,9.623,76330,0.2,67710,1
"2035",0,0,2320,379,0,32600,2,1,0,1,59,0,29357,61318,70220,81432,12.115,25.304,28.977,33.604,76330,0.2,67710,23
"2036",0,0,4429,690,2,31400,2,0,1,3,2,0,3828,13573,7382,4780,12.949,45.912,24.97,16.169,76330,0.2,67710,2
"2037",0,0,3894,659,0,29500,2,1,0,1,42,0,13622,39363,29893,20846,13.133,37.95,28.82,20.098,76330,0.2,67710,1
"2038",4,55,4255,691,1,121300,2,1,1,3,58,0,2819,9028,6896,4714,12.018,38.487,29.398,20.096,76330,0.2,67710,4
"2039",4,62,1433,248,5,65700,2,1,0,3,4,1,6013,17215,12437,9066,13.443,38.486,27.804,20.268,76330,0.2,67710,48
"2040",0,0,4429,690,2,31400,2,0,1,3,2,0,230,604,647,339,12.637,33.187,35.549,18.626,76330,0.2,67710,2
"2041",0,0,1520,230,5,121300,2,1,0,3,7,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,76330,0.2,67710,0
"2042",0,0,3894,659,0,29500,2,1,0,1,42,0,3555,7363,4764,1935,20.179,41.795,27.042,10.984,76330,0.2,67710,1
"2043",3.4,48,4765,799,4,32800,2,0,1,3,47,4,21757,49507,69267,96340,9.185,20.9,29.242,40.672,76330,0.2,67710,9
"2044",0,0,3334,481,1,59400,2,0,0,3,34,3,25033,33995,46579,93382,12.58,17.084,23.408,46.928,87530,1,82240,10
"2045",4,84,1482,283,4,91600,2,0,0,1,28,0,7186,9422,8750,5764,23.09,30.274,28.115,18.521,87530,1,82240,25
"2046",4,84,1482,283,4,91600,2,0,0,1,28,0,5649,28318,31686,27369,6.073,30.442,34.063,29.422,87530,1,82240,25
"2047",0,0,1165,195,0,40400,2,0,0,1,3,0,2667,12006,10293,16966,6.36,28.632,24.547,40.461,87530,1,82240,31
"2048",4,84,1482,283,4,91600,2,0,0,1,28,0,1374,5612,4862,3130,9.173,37.468,32.461,20.897,87530,1,82240,25
"2049",0,0,1984,365,0,39800,2,0,0,1,6,29,2618,4570,4063,3692,17.52,30.583,27.19,24.707,87530,1,82240,115
"2050",4,16,7141,1124,8,115500,2,0,0,3,60,2,173869,352734,380754,260985,14.882,30.191,32.589,22.338,87530,1,82240,26
"2051",3.9,60,3670,584,0.5,35500,2,0,1,2,1,2,4196,6762,5654,2193,22.313,35.959,30.066,11.662,87530,1,82240,34
"2052",2,38,1417,183,1.7,51000,2,0,0,3,6,0,6711,35885,53401,70379,4.034,21.569,32.097,42.301,87530,1,82240,23
"2053",0,0,1165,195,0,40400,2,0,0,1,3,0,294,1154,1394,541,8.691,34.112,41.206,15.992,87530,1,82240,31
"2054",0,0,1563,297,0,42600,2,0,0,1,20,1,160845,155318,173507,747953,12.996,12.55,14.019,60.435,87530,1,82240,14
"2055",3.5,0,3073,431,8,114700,2,1,0,3,60,0,14583,47176,46310,29781,10.579,34.223,33.594,21.604,87530,1,82240,3
"2056",3.7,81,2789,466,5,116000,2,0,0,1,26,2,84024,83389,135018,366564,12.56,12.465,20.182,54.793,87530,1,82240,28
"2057",0,0,2503,422,3,71500,2,0,0,3,14,1,36063,101997,84568,101712,11.119,31.448,26.074,31.36,87530,1,82240,20
"2058",4,21,4021,541,2,84400,2,1,0,3,23,0,208,657,582,376,11.41,36.039,31.925,20.625,87530,1,82240,21
"2059",4.2,0,2744,425,1,21900,2,0,0,2,22,10,4022,7249,6726,5090,17.421,31.399,29.133,22.047,87530,1,82240,28
"2060",0,0,3144,540,1.7,94800,2,0,0,3,66,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,87530,1,82240,13
"2061",0,0,1472,231,3,83900,2,0,0,3,26,0,799,2529,1525,907,13.872,43.906,26.476,15.747,87530,1,82240,7
"2062",0,0,1285,180,5,74700,2,0,0,3,13,3,10229,36744,55347,57807,6.388,22.947,34.564,36.101,87530,1,82240,25
"2063",2,38,1417,183,1.7,51000,2,0,0,3,6,0,7186,9422,8750,5764,23.09,30.274,28.115,18.521,87530,1,82240,23
"2064",4,16,7141,1124,8,115500,2,0,0,3,60,2,11028,30671,17728,16245,14.573,40.532,23.427,21.468,87530,1,82240,26
"2065",0,0,4506,678,8,115600,2,0,0,1,2,1,84024,83389,135018,366564,12.56,12.465,20.182,54.793,87530,1,82240,49
"2066",0,0,1165,195,0,40400,2,0,0,1,3,0,1792,3256,2757,836,20.738,37.681,31.906,9.675,87530,1,82240,31
"2067",4.2,0,2744,425,1,21900,2,0,0,2,22,10,7186,9422,8750,5764,23.09,30.274,28.115,18.521,87530,1,82240,28
"2068",0,0,1165,195,0,40400,2,0,0,1,3,0,9909,26216,23134,26452,11.561,30.587,26.991,30.862,87530,1,82240,31
"2069",4.2,0,2744,425,1,21900,2,0,0,2,22,10,3973,7108,4797,1372,23.032,41.206,27.809,7.954,87530,1,82240,28
"2070",4,16,7141,1124,8,115500,2,0,0,3,60,2,7055,18105,13127,7917,15.269,39.185,28.411,17.135,87530,1,82240,26
"2071",4,84,1482,283,4,91600,2,0,0,1,28,0,5503,19547,22180,37998,6.457,22.935,26.024,44.584,87530,1,82240,25
"2072",2,38,1417,183,1.7,51000,2,0,0,3,6,0,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,87530,1,82240,23
"2073",2,38,1417,183,1.7,51000,2,0,0,3,6,0,5649,28318,31686,27369,6.073,30.442,34.063,29.422,87530,1,82240,23
"2074",4.2,0,2744,425,1,21900,2,0,0,2,22,10,1428,3404,1996,1188,17.814,42.465,24.9,14.82,87530,1,82240,28
"2075",0,0,1165,195,0,40400,2,0,0,1,3,0,4022,7249,6726,5090,17.421,31.399,29.133,22.047,87530,1,82240,31
"2076",2,38,1417,183,1.7,51000,2,0,0,3,6,0,6331,12791,10804,9857,15.914,32.152,27.157,24.777,87530,1,82240,23
"2077",0,0,2562,382,6,59500,2,0,1,3,18,0,1700,3490,2191,1107,20.028,41.117,25.813,13.042,87530,1,82240,7
"2078",0,0,2739,421,0,101100,2,0,0,3,29,0,294,1154,1394,541,8.691,34.112,41.206,15.992,87530,1,82240,21
"2079",0,0,4037,607,3,82000,2,0,0,3,98,3,3363,7534,7026,2892,16.157,36.195,33.755,13.894,87530,1,82240,20
"2080",4,16,7141,1124,8,115500,2,0,0,3,60,2,3312,5099,3576,1566,24.437,37.623,26.385,11.555,87530,1,82240,26
"2081",4,16,7141,1124,8,115500,2,0,0,3,60,2,1480,4057,4415,1617,12.793,35.068,38.162,13.977,87530,1,82240,26
"2082",3.6,18,3512,503,5,93200,2,0,0,3,60,1,45849,106106,132685,125993,11.165,25.84,32.312,30.683,87530,1,82240,2
"2083",2,38,1417,183,1.7,51000,2,0,0,3,6,0,3278,12445,10415,9321,9.244,35.097,29.372,26.287,87530,1,82240,23
"2084",0,0,3224,466,0,79000,2,1,0,1,82,1,5130,18553,20322,25488,7.382,26.698,29.243,36.677,87530,1,82240,11
"2085",4,16,7141,1124,8,115500,2,0,0,3,60,2,472,2003,1335,572,10.771,45.71,30.466,13.053,87530,1,82240,26
"2086",0,0,716,119,1.7,86000,2,0,0,3,10,0,2089,4707,3108,1534,18.264,41.152,27.173,13.411,87530,1,82240,22
"2087",2,38,1417,183,1.7,51000,2,0,0,3,6,0,5503,19547,22180,37998,6.457,22.935,26.024,44.584,87530,1,82240,23
"2088",0,0,3606,535,5,102500,2,0,0,3,33,0,7819,25821,22917,15092,10.913,36.038,31.985,21.064,87530,1,82240,25
"2089",0,0,4037,607,3,82000,2,0,0,3,98,3,242,1466,1534,887,5.861,35.505,37.152,21.482,87530,1,82240,20
"2090",0,0,2739,421,0,101100,2,0,0,3,29,0,2667,12006,10293,16966,6.36,28.632,24.547,40.461,87530,1,82240,21
"2091",4.2,116,2917,473,3,65400,2,0,0,3,1,2,3689,10554,7553,2954,14.905,42.642,30.517,11.935,87530,1,82240,18
"2092",3.4,78,2793,382,5,66900,2,0,0,3,20,3,10268,20647,21821,13031,15.613,31.394,33.179,19.814,87530,1,82240,26
"2093",2,38,1417,183,1.7,51000,2,0,0,3,6,0,1374,5612,4862,3130,9.173,37.468,32.461,20.897,87530,1,82240,23
"2094",4,84,1482,283,4,91600,2,0,0,1,28,0,347,1424,1452,728,8.783,36.042,36.75,18.426,87530,1,82240,25
"2095",4.5,72,7579,1091,4,48200,2,0,0,3,36,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,87530,1,82240,20
"2096",2,38,1417,183,1.7,51000,2,0,0,3,6,0,347,1424,1452,728,8.783,36.042,36.75,18.426,87530,1,82240,23
"2097",0,0,716,119,1.7,86000,2,0,0,3,10,0,2651,4149,4055,1226,21.944,34.343,33.565,10.148,87530,1,82240,22
"2098",0,0,1165,195,0,40400,2,0,0,1,3,0,1127,2369,2402,1076,16.16,33.969,34.442,15.429,87530,1,82240,31
"2099",0,0,2991,425,2,58100,2,0,1,3,11,3,63671,97727,144116,463270,8.282,12.712,18.746,60.26,87530,1,82240,26
"2100",4.1,84,3652,580,14,99700,2,0,1,3,1,0,63671,97727,144116,463270,8.282,12.712,18.746,60.26,87530,1,82240,17
"2101",0,0,2589,395,0,50400,2,0,1,3,30,0,6206,13073,13509,11587,13.985,29.46,30.443,26.112,87530,1,82240,18
"2102",4.1,0,5869,861,3,104900,2,0,0,3,16,3,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,87530,1,82240,3
"2103",4,84,1482,283,4,91600,2,0,0,1,28,0,1428,3404,1996,1188,17.814,42.465,24.9,14.82,87530,1,82240,25
"2104",0,0,1165,195,0,40400,2,0,0,1,3,0,4245,17897,13217,7978,9.795,41.297,30.498,18.409,87530,1,82240,31
"2105",4,33,2307,396,0,102000,2,1,0,1,38,0,5673,9857,7781,3727,20.982,36.456,28.778,13.784,87530,1,82240,12
"2106",4,84,1482,283,4,91600,2,0,0,1,28,0,6331,12791,10804,9857,15.914,32.152,27.157,24.777,87530,1,82240,25
"2107",4.2,0,2744,425,1,21900,2,0,0,2,22,10,12257,57736,36828,41825,8.246,38.841,24.776,28.137,87530,1,82240,28
"2108",0,0,1563,297,0,42600,2,0,0,1,20,1,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,87530,1,82240,14
"2109",0,0,1165,195,0,40400,2,0,0,1,3,0,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,87530,1,82240,31
"2110",4.2,6716,2601,388,0,75700,2,0,0,1,68,2,56302,167959,248975,387521,6.541,19.513,28.925,45.021,87530,1,82240,2
"2111",0,0,1165,195,0,40400,2,0,0,1,3,0,2819,9028,6896,4714,12.018,38.487,29.398,20.096,87530,1,82240,31
"2112",0,0,716,119,1.7,86000,2,0,0,3,10,0,6614,27935,15673,12814,10.492,44.316,24.864,20.328,87530,1,82240,22
"2113",0,0,1165,195,0,40400,2,0,0,1,3,0,6815,22866,39236,26258,7.16,24.025,41.225,27.589,87530,1,82240,31
"2114",0,0,2739,421,0,101100,2,0,0,3,29,0,953,3343,3820,2141,9.291,32.592,37.243,20.874,87530,1,82240,21
"2115",0,0,4037,607,3,82000,2,0,0,3,98,3,14008,49512,52548,53629,8.255,29.177,30.966,31.603,87530,1,82240,20
"2116",4.3,27,1379,183,0,22500,1,0,0,0,55,0,2215,2819,2945,1887,22.451,28.573,29.85,19.126,87530,1,82240,21
"2117",0,0,2355,314,8,91100,2,0,0,3,1,1,63671,97727,144116,463270,8.282,12.712,18.746,60.26,87530,1,82240,4
"2118",4,16,7141,1124,8,115500,2,0,0,3,60,2,3592,8145,5691,2679,17.864,40.508,28.304,13.324,87530,1,82240,26
"2119",4.2,0,2744,425,1,21900,2,0,0,2,22,10,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,87530,1,82240,28
"2120",4,16,7141,1124,8,115500,2,0,0,3,60,2,142,428,698,521,7.937,23.924,39.016,29.122,87530,1,82240,26
"2121",4,16,7141,1124,8,115500,2,0,0,3,60,2,4243,5684,3240,1350,29.228,39.154,22.319,9.299,87530,1,82240,26
"2122",4.5,72,7579,1091,4,48200,2,0,0,3,36,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,87530,1,82240,20
"2123",0,0,2739,421,0,101100,2,0,0,3,29,0,7186,9422,8750,5764,23.09,30.274,28.115,18.521,87530,1,82240,21
"2124",0,0,1165,195,0,40400,2,0,0,1,3,0,5503,19547,22180,37998,6.457,22.935,26.024,44.584,87530,1,82240,31
"2125",0,0,1984,365,0,39800,2,0,0,1,6,29,11240,35173,27690,15602,12.53,39.21,30.868,17.393,87530,1,82240,115
"2126",0,0,1472,231,3,83900,2,0,0,3,26,0,14899,43393,58090,54191,8.735,25.44,34.056,31.77,87530,1,82240,7
"2127",0,0,2739,421,0,101100,2,0,0,3,29,0,5649,28318,31686,27369,6.073,30.442,34.063,29.422,87530,1,82240,21
"2128",0,0,1165,195,0,40400,2,0,0,1,3,0,5649,28318,31686,27369,6.073,30.442,34.063,29.422,87530,1,82240,31
"2129",2,38,1417,183,1.7,51000,2,0,0,3,6,0,1428,3404,1996,1188,17.814,42.465,24.9,14.82,87530,1,82240,23
"2130",2.8,7,8450,1252,4,88800,2,1,0,3,36,0,84024,83389,135018,366564,12.56,12.465,20.182,54.793,87530,1,82240,21
"2131",0,0,716,119,1.7,86000,2,0,0,3,10,0,4062,9875,7440,4135,15.922,38.707,29.163,16.208,87530,1,82240,22
"2132",4.2,116,2917,473,3,65400,2,0,0,3,1,2,1165,7059,8293,5419,5.311,32.18,37.805,24.704,87530,1,82240,18
"2133",4.7,75,1529,294,0,72200,2,0,0,3,5,3,6455,16946,16057,7465,13.757,36.114,34.22,15.909,87530,1,82240,9
"2134",0,0,1165,195,0,40400,2,0,0,1,3,0,1428,3404,1996,1188,17.814,42.465,24.9,14.82,87530,1,82240,31
"2135",3.5,0,3073,431,8,114700,2,1,0,3,60,0,1700,3490,2191,1107,20.028,41.117,25.813,13.042,87530,1,82240,3
"2136",0,0,1165,195,0,40400,2,0,0,1,3,0,7186,9422,8750,5764,23.09,30.274,28.115,18.521,87530,1,82240,31
"2137",0,0,716,119,1.7,86000,2,0,0,3,10,0,3709,13581,10085,4584,11.605,42.495,31.556,14.343,87530,1,82240,22
